merge_artist,total_tracks,avg_popularity,avg_duration_ms,avg_danceability,avg_energy,avg_speechiness,avg_acousticness,avg_instrumentalness,avg_liveness,avg_valence,avg_tempo,top_genre,total_nominations,total_wins,first_award_year,last_award_year,has_award
a great big world;christina aguilera,4,63.0,237755.0,0.42,0.18,0.04,0.82,0.0,0.1,0.12,132.73,acoustic,0,0,0,0,0
a great big world;futuristic,1,47.0,216040.0,0.61,0.8,0.07,0.04,0.0,0.27,0.51,159.94,acoustic,0,0,0,0,0
a life once lost,1,23.0,199266.0,0.45,0.98,0.1,0.0,0.31,0.18,0.33,152.71,death-metal,0,0,0,0,0
a mose,1,16.0,171702.0,0.7,0.74,0.06,0.09,0.0,0.09,0.25,100.98,afrobeat,0,0,0,0,0
a mose;marizu,1,17.0,201069.0,0.51,0.62,0.06,0.33,0.0,0.1,0.76,97.11,afrobeat,0,0,0,0,0
a mose;nolly,1,18.0,145610.0,0.85,0.58,0.16,0.02,0.0,0.09,0.64,104.01,afrobeat,0,0,0,0,0
a mose;tbabz,1,20.0,153103.0,0.79,0.5,0.18,0.2,0.01,0.23,0.61,97.98,afrobeat,0,0,0,0,0
a niu,1,26.0,159982.0,0.62,0.15,0.04,0.91,0.0,0.12,0.59,112.15,mandopop,0,0,0,0,0
a number of names,4,12.25,296194.0,0.8,0.49,0.08,0.01,0.5,0.14,0.37,133.7,detroit-techno,0,0,0,0,0
a r i z o n a,1,0.0,182667.0,0.69,0.54,0.1,0.25,0.16,0.18,0.33,99.97,indie-pop,0,0,0,0,0
a rocket to the moon,6,52.78,205101.67,0.42,0.63,0.03,0.26,0.0,0.14,0.35,150.14,emo,0,0,0,0,0
a si,2,52.0,225777.0,0.64,0.61,0.04,0.48,0.0,0.09,0.52,148.59,mandopop,0,0,0,0,0
a si;yoga lin,1,52.0,246022.0,0.7,0.63,0.04,0.42,0.0,0.37,0.74,119.99,mandopop,0,0,0,0,0
a skylit drive,2,26.0,194749.0,0.44,0.95,0.08,0.0,0.0,0.15,0.52,152.02,metalcore,0,0,0,0,0
a tribe called quest,3,67.67,231466.33,0.86,0.52,0.25,0.14,0.09,0.16,0.79,97.11,hardcore,0,0,0,0,0
a vida music,2,38.5,159197.5,0.54,0.33,0.04,0.83,0.0,0.19,0.53,113.74,gospel,0,0,0,0,0
a wilhelm scream,3,30.33,222418.33,0.31,0.96,0.12,0.0,0.0,0.33,0.3,123.75,hardcore,0,0,0,0,0
a winged victory for the sullen;adam bryanbaum wiltzie;dustin o'halloran,1,59.0,89968.0,0.29,0.02,0.05,0.99,0.91,0.1,0.17,79.59,ambient,0,0,0,0,0
a$ap rocky;skepta,1,82.0,205040.0,0.85,0.57,0.11,0.06,0.08,0.1,0.29,80.02,hip-hop,0,0,0,0,0
a*s*y*s,1,41.0,402461.0,0.78,0.98,0.05,0.1,0.88,0.1,0.03,130.01,techno,0,0,0,0,0
a*s*y*s;kai tracid,1,56.0,407819.0,0.7,0.96,0.04,0.01,0.84,0.12,0.06,133.01,techno,0,0,0,0,0
a*s*y*s;kai tracid;tom wax,1,45.0,397272.0,0.7,0.92,0.05,0.02,0.84,0.09,0.05,132.02,techno,0,0,0,0,0
a-do,2,39.5,229385.5,0.65,0.55,0.03,0.38,0.0,0.12,0.28,112.98,mandopop,0,0,0,0,0
a-ha,22,28.17,257831.33,0.51,0.71,0.04,0.17,0.03,0.15,0.41,114.98,synth-pop,0,0,0,0,0
a-ha;kygo,2,18.33,226666.0,0.54,0.78,0.11,0.16,0.0,0.14,0.62,179.97,synth-pop,0,0,0,0,0
a-lin,9,46.0,268592.33,0.38,0.42,0.04,0.7,0.0,0.12,0.28,126.04,mandopop,0,0,0,0,0
a-lusion,2,20.5,243180.5,0.49,1.0,0.06,0.07,0.45,0.21,0.24,150.01,hardstyle,0,0,0,0,0
a-lusion;scope dj;second identity,2,19.5,253930.0,0.63,0.96,0.09,0.02,0.2,0.3,0.28,151.26,hardstyle,0,0,0,0,0
a-mei chang,7,53.71,283424.71,0.5,0.4,0.03,0.62,0.0,0.17,0.3,122.58,mandopop,0,0,0,0,0
a. g. cook,3,38.0,172857.67,0.57,0.57,0.05,0.43,0.15,0.16,0.44,113.66,club,0,0,0,0,0
a. g. cook;cecile believe,1,47.0,169500.0,0.76,0.43,0.29,0.43,0.0,0.09,0.6,160.05,club,0,0,0,0,0
a. kanyakumari;janardan mitta,1,43.0,122640.0,0.27,0.08,0.04,0.99,0.25,0.06,0.18,88.25,classical,0,0,0,0,0
a.b.i,1,18.0,199389.0,0.75,0.58,0.22,0.08,0.0,0.19,0.58,155.03,malay,0,0,0,0,0
a.chal,1,61.0,165214.0,0.73,0.47,0.31,0.49,0.0,0.1,0.39,190.01,soul,0,0,0,0,0
a.m.c,7,23.71,265498.29,0.61,0.98,0.17,0.0,0.69,0.42,0.31,173.71,drum-and-bass,0,0,0,0,0
a.m.c;drumsound & bassline smith,1,21.0,253793.0,0.46,0.98,0.09,0.0,0.84,0.12,0.05,174.09,drum-and-bass,0,0,0,0,0
a.m.c;turno,1,20.0,318620.0,0.54,0.96,0.22,0.0,0.16,0.34,0.18,174.06,drum-and-bass,0,0,0,0,0
a.m.r,1,54.0,237500.0,0.68,0.68,0.04,0.0,0.85,0.05,0.36,120.01,electronic,0,0,0,0,0
a.m.r;brandon mignacca,1,49.0,236312.0,0.54,0.6,0.04,0.29,0.89,0.16,0.11,116.02,electronic,0,0,0,0,0
a.n.i.m.a.l.,3,20.33,239060.33,0.53,0.85,0.08,0.01,0.0,0.47,0.2,106.68,heavy-metal,0,0,0,0,0
a.n.i.m.a.l.;chuck jhonson and juan jose burgos;richard kaplan,9,24.0,230725.67,0.52,0.94,0.07,0.0,0.0,0.27,0.41,114.3,heavy-metal,0,0,0,0,0
a.n.i.m.a.l.;chuck jonhson,3,22.67,232795.33,0.5,0.89,0.13,0.0,0.04,0.22,0.3,130.94,heavy-metal,0,0,0,0,0
a.n.i.m.a.l.;mario altamirano and a.n.i.m.a.l.,7,21.57,199245.43,0.51,0.98,0.09,0.0,0.02,0.18,0.3,110.53,heavy-metal,0,0,0,0,0
a.n.i.m.a.l.;richard kaplan,4,22.5,164659.75,0.53,0.95,0.11,0.0,0.0,0.41,0.3,113.68,heavy-metal,0,0,0,0,0
a.r. rahman,7,61.67,267640.44,0.59,0.48,0.04,0.59,0.13,0.1,0.39,119.02,pop-film,0,0,0,0,0
a.r. rahman;a. r. reihana;bamba bakya,2,72.5,290526.0,0.69,0.64,0.14,0.12,0.0,0.29,0.56,152.0,pop,0,0,0,0,0
a.r. rahman;abhay jodhpurkar;harini,1,59.0,275093.0,0.5,0.37,0.03,0.89,0.0,0.1,0.29,129.87,pop-film,0,0,0,0,0
a.r. rahman;antara nandy,2,64.67,314207.0,0.44,0.31,0.04,0.96,0.0,0.06,0.29,149.59,pop-film,0,0,0,0,0
a.r. rahman;arijit singh,2,66.33,204863.33,0.63,0.31,0.03,0.7,0.0,0.1,0.37,126.32,pop-film,0,0,0,0,0
a.r. rahman;arijit singh;shashaa tirupati,3,67.4,282517.8,0.59,0.5,0.04,0.74,0.0,0.14,0.3,118.59,pop-film,0,0,0,0,0
a.r. rahman;asha bhosle;udit narayan;vaishali samant,1,59.0,334706.0,0.73,0.5,0.32,0.23,0.0,0.1,0.72,148.44,pop-film,0,0,0,0,0
a.r. rahman;badshah;tanishk bagchi;shashaa tirupati;jubin nautiyal,1,66.0,179657.0,0.72,0.65,0.14,0.01,0.0,0.34,0.39,130.49,pop,0,0,0,0,0
a.r. rahman;chinmayi;murtuza khan;qadir khan,2,64.0,309355.33,0.74,0.73,0.04,0.28,0.0,0.07,0.86,144.03,pop-film,0,0,0,0,0
a.r. rahman;devan ekambaram;chinmayi,1,63.0,251973.0,0.73,0.9,0.03,0.23,0.03,0.06,0.94,133.04,pop-film,0,0,0,0,0
a.r. rahman;haricharan;shreya ghoshal,1,57.0,308106.0,0.72,0.84,0.04,0.59,0.0,0.15,0.68,86.0,pop-film,0,0,0,0,0
a.r. rahman;jaswinder singh;shiraz uppal,1,69.0,254653.0,0.67,0.71,0.04,0.11,0.0,0.09,0.78,112.94,pop,0,0,0,0,0
a.r. rahman;javed ali,1,70.0,315173.0,0.7,0.34,0.03,0.77,0.0,0.08,0.49,137.86,pop,0,0,0,0,0
a.r. rahman;javed ali;kirti sagathia;pooja av,1,66.0,304466.0,0.72,0.62,0.05,0.68,0.0,0.07,0.57,114.99,pop,0,0,0,0,0
a.r. rahman;javed ali;mohit chauhan,1,69.0,470500.0,0.36,0.38,0.03,0.68,0.0,0.09,0.57,87.55,pop,0,0,0,0,0
a.r. rahman;jonita gandhi,1,61.0,205759.0,0.57,0.89,0.08,0.01,0.0,0.36,0.85,160.05,pop-film,0,0,0,0,0
a.r. rahman;karthik,1,64.0,366506.0,0.67,0.66,0.06,0.3,0.0,0.1,0.29,93.0,pop-film,0,0,0,0,0
a.r. rahman;lata mangeshkar,1,58.0,396506.0,0.6,0.44,0.03,0.64,0.0,0.1,0.2,103.86,pop-film,0,0,0,0,0
a.r. rahman;leon d'souza;suzanne d'mello,1,60.0,331400.0,0.57,0.8,0.04,0.28,0.0,0.05,0.6,85.97,pop-film,0,0,0,0,0
a.r. rahman;madhushree,1,79.0,245365.0,0.72,0.65,0.34,0.2,0.0,0.07,0.76,175.59,pop,0,0,0,0,0
a.r. rahman;madhushree;hentry kuruvila,1,59.0,387200.0,0.57,0.66,0.04,0.13,0.0,0.13,0.58,179.98,pop-film,0,0,0,0,0
a.r. rahman;mohit chauhan,1,60.0,384000.0,0.51,0.74,0.05,0.41,0.0,0.11,0.49,132.9,pop-film,0,0,0,0,0
a.r. rahman;naresh iyer,2,58.0,269666.5,0.68,0.64,0.04,0.46,0.0,0.1,0.58,117.0,pop-film,0,0,0,0,0
a.r. rahman;nj;neeraj madhav,1,56.0,122175.0,0.45,0.87,0.25,0.23,0.0,0.08,0.51,196.51,pop-film,0,0,0,0,0
a.r. rahman;rabbi shergil;gulzar,1,59.0,320417.0,0.78,0.8,0.05,0.12,0.0,0.14,0.57,117.99,pop-film,0,0,0,0,0
a.r. rahman;rakshita suresh,2,65.33,134204.0,0.7,0.27,0.09,0.92,0.0,0.1,0.77,119.84,pop-film,0,0,0,0,0
a.r. rahman;rama priya yegasivanathan,1,42.0,303000.0,0.4,0.27,0.05,0.31,0.0,0.15,0.09,179.89,pop,0,0,0,0,0
a.r. rahman;rashid ali;neeti mohan,1,61.0,235973.0,0.67,0.44,0.03,0.29,0.0,0.12,0.42,88.0,pop-film,0,0,0,0,0
a.r. rahman;s. p. balasubrahmanyam;k. s. chithra,1,63.0,320013.0,0.64,0.3,0.04,0.42,0.0,0.08,0.11,121.9,pop-film,0,0,0,0,0
a.r. rahman;sam vishal;rakshita suresh,1,57.0,294298.0,0.74,0.47,0.03,0.71,0.0,0.12,0.55,119.95,pop-film,0,0,0,0,0
a.r. rahman;sanah moidutty,1,57.0,238688.0,0.5,0.54,0.04,0.74,0.0,0.06,0.38,81.2,pop-film,0,0,0,0,0
a.r. rahman;sarthak kalyani;mira sengupta,1,56.0,220923.0,0.68,0.48,0.04,0.62,0.0,0.11,0.41,144.84,pop-film,0,0,0,0,0
a.r. rahman;sathyaprakash;vm mahalingam;nakul abhyankar,1,69.0,219638.0,0.76,0.65,0.17,0.31,0.0,0.18,0.71,99.96,pop,0,0,0,0,0
a.r. rahman;shreya ghoshal,2,68.33,272252.0,0.67,0.67,0.11,0.36,0.0,0.06,0.63,140.0,pop-film,0,0,0,0,0
a.r. rahman;shreya ghoshal;mohit chauhan;gulzar,1,59.0,326112.0,0.54,0.66,0.06,0.5,0.0,0.14,0.5,81.97,pop-film,0,0,0,0,0
a.r. rahman;shreya ghoshal;palakad sreeram;mahesh vinayakram,1,64.0,289942.0,0.55,0.79,0.21,0.35,0.0,0.11,0.43,99.8,pop-film,0,0,0,0,0
a.r. rahman;shreya ghoshal;sarthak kalyani,1,65.0,236955.0,0.6,0.31,0.04,0.82,0.0,0.13,0.4,143.98,pop,0,0,0,0,0
a.r. rahman;shreya ghoshal;uday mazumdar,1,57.0,329600.0,0.88,0.49,0.15,0.34,0.0,0.07,0.34,116.99,pop-film,0,0,0,0,0
a.r. rahman;sid sriram;aaryan dinesh kanagaratnam,1,62.0,268055.0,0.58,0.75,0.03,0.11,0.0,0.09,0.15,98.23,pop-film,0,0,0,0,0
a.r. rahman;sid sriram;issrath quadhri,1,61.0,352613.0,0.45,0.69,0.04,0.13,0.0,0.15,0.21,78.97,pop-film,0,0,0,0,0
a.r. rahman;sid sriram;sunitha sarathy,1,68.0,352710.0,0.26,0.6,0.04,0.56,0.0,0.18,0.21,158.12,pop,0,0,0,0,0
a.r. rahman;silambarasan tr;rakshita suresh,2,64.67,293697.33,0.72,0.47,0.03,0.69,0.0,0.12,0.56,119.95,pop-film,0,0,0,0,0
a.r. rahman;sonu nigam;gulzar,1,59.0,357433.0,0.46,0.46,0.11,0.19,0.0,0.33,0.54,175.94,pop-film,0,0,0,0,0
a.r. rahman;srinidhi venkatesh,1,57.0,206250.0,0.6,0.89,0.08,0.03,0.0,0.17,0.7,159.98,pop-film,0,0,0,0,0
a.r. rahman;srinivas,1,60.0,312453.0,0.71,0.32,0.04,0.82,0.0,0.08,0.57,137.81,pop-film,0,0,0,0,0
a.r. rahman;sunitha sarathy;pop shalini,1,58.0,273426.0,0.63,0.79,0.03,0.01,0.0,0.16,0.33,135.98,pop-film,0,0,0,0,0
a.r. rahman;suresh peters;swarnalatha,1,59.0,312839.0,0.8,0.84,0.17,0.05,0.0,0.04,0.78,95.03,pop-film,0,0,0,0,0
a.r. rahman;thamarai,1,68.0,258319.0,0.66,0.39,0.04,0.79,0.12,0.11,0.33,119.94,pop,0,0,0,0,0
a.r. rahman;vagu mazan;thoughtsfornow,2,68.0,259139.0,0.72,0.85,0.04,0.11,0.0,0.09,0.56,110.97,pop,0,0,0,0,0
a.r. rahman;vijay prakash;shweta mohan,1,64.0,313533.0,0.65,0.39,0.03,0.51,0.0,0.1,0.44,134.98,pop-film,0,0,0,0,0
a.r. rahman;vijay prakash;suzanne d'mello;blaaze,2,59.5,329933.0,0.6,0.8,0.04,0.23,0.0,0.04,0.7,86.02,pop-film,0,0,0,0,0
a.r. rahman;yogi sekar,2,65.33,273228.0,0.83,0.71,0.36,0.3,0.0,0.06,0.44,141.1,pop-film,0,0,0,0,0
a.skillz,2,10.5,235729.5,0.76,0.87,0.41,0.01,0.0,0.19,0.59,119.0,breakbeat,0,0,0,0,0
a.skillz;krafty kuts,2,14.5,87553.0,0.78,0.68,0.33,0.12,0.38,0.09,0.87,141.44,breakbeat,0,0,0,0,0
a.skillz;krafty kuts;ashley slater,1,14.0,401493.0,0.81,0.84,0.14,0.02,0.17,0.09,0.88,96.01,breakbeat,0,0,0,0,0
a.skillz;krafty kuts;beadyman;beardyman,1,13.0,311386.0,0.73,0.94,0.1,0.01,0.0,0.05,0.71,110.08,breakbeat,0,0,0,0,0
a.skillz;krafty kuts;cathy burton,1,10.0,350066.0,0.64,0.61,0.06,0.31,0.76,0.1,0.36,170.02,breakbeat,0,0,0,0,0
a.skillz;krafty kuts;dr. luke,2,14.5,269479.5,0.79,0.9,0.07,0.05,0.28,0.2,0.89,109.45,breakbeat,0,0,0,0,0
a.skillz;krafty kuts;obi;real elements,1,12.0,247640.0,0.81,0.68,0.19,0.02,0.0,0.05,0.91,94.0,breakbeat,0,0,0,0,0
a.skillz;kymberley kennedy,1,14.0,257454.0,0.82,0.84,0.07,0.14,0.17,0.17,0.9,110.04,breakbeat,0,0,0,0,0
a.skillz;nick thayer,1,13.0,244571.0,0.69,0.98,0.21,0.0,0.05,0.43,0.32,104.97,breakbeat,0,0,0,0,0
a1 x j1,1,71.0,158117.0,0.72,0.51,0.22,0.08,0.0,0.12,0.8,141.89,chill,0,0,0,0,0
a1 x j1;aitch,1,65.0,158000.0,0.65,0.49,0.25,0.08,0.0,0.37,0.81,142.04,chill,0,0,0,0,0
a1 x j1;deno,1,58.0,183428.0,0.68,0.57,0.09,0.08,0.0,0.36,0.62,140.18,chill,0,0,0,0,0
a1 x j1;nemzzz,2,47.5,138607.5,0.75,0.75,0.27,0.18,0.0,0.48,0.96,141.98,chill,0,0,0,0,0
a1 x j1;tion wayne,1,75.0,175774.0,0.71,0.55,0.08,0.24,0.0,0.14,0.84,142.04,chill,0,0,0,0,0
aa apres-ski!,2,29.0,198946.0,0.66,0.96,0.04,0.08,0.0,0.21,0.76,133.98,disco,0,0,0,0,0
aadesh goud,1,42.0,164571.0,0.47,0.38,0.04,0.88,0.0,0.33,0.18,139.96,indian,0,0,0,0,0
aamir khan,1,40.0,210023.0,0.52,0.66,0.04,0.47,0.0,0.08,0.33,80.58,folk,0,0,0,0,0
aamir khan;6n,1,51.0,235128.0,0.66,0.85,0.1,0.73,0.0,0.16,0.48,72.46,folk,0,0,0,0,0
aaren hughes,1,62.0,132681.0,0.53,0.03,0.06,1.0,0.88,0.1,0.15,52.56,piano,0,0,0,0,0
aaron carl,10,7.9,281134.5,0.82,0.52,0.12,0.02,0.64,0.18,0.63,132.26,detroit-techno,0,0,0,0,0
aaron espe,2,62.0,165915.33,0.76,0.32,0.03,0.84,0.01,0.11,0.44,112.0,acoustic,0,0,0,0,0
aaron karo,1,20.0,135168.0,0.49,0.75,0.92,0.91,0.0,0.93,0.35,76.38,comedy,0,0,0,0,0
aaron keyes,2,44.0,157033.0,0.57,0.32,0.03,0.62,0.0,0.15,0.23,116.0,world-music,0,0,0,0,0
aaron kwok,8,19.75,243076.38,0.55,0.42,0.03,0.54,0.0,0.18,0.3,111.63,cantopop,0,0,0,0,0
aaron kwok;beta soul,2,21.5,244286.5,0.64,0.62,0.03,0.28,0.0,0.11,0.38,95.53,cantopop,0,0,0,0,0
aaron kwok;frankie,1,24.0,246960.0,0.77,0.87,0.07,0.06,0.0,0.1,0.43,110.23,cantopop,0,0,0,0,0
aaron kwok;kaiel chen;zhang yong fu and eric chen,1,23.0,241720.0,0.71,0.82,0.04,0.32,0.0,0.14,0.41,120.03,cantopop,0,0,0,0,0
aaron shirk;aaron trinh,1,40.0,278192.0,0.5,0.58,0.03,0.16,0.0,0.18,0.26,140.06,dub,0,0,0,0,0
aaron shust,4,47.5,272366.25,0.45,0.63,0.04,0.09,0.0,0.21,0.32,129.55,world-music,0,0,0,0,0
aaron smith,1,15.0,420008.0,0.8,0.96,0.06,0.0,0.89,0.2,0.48,123.01,chicago-house,0,0,0,0,0
aaron smith;alicia campbell,2,22.0,414952.0,0.75,0.57,0.07,0.12,0.42,0.09,0.46,126.5,chicago-house,0,0,0,0,0
aaron smith;bayete,1,16.0,265411.0,0.56,0.64,0.03,0.04,0.01,0.14,0.39,170.0,chicago-house,0,0,0,0,0
aaron smith;boxinbox;luvli,1,31.0,216000.0,0.76,0.72,0.03,0.04,0.0,0.11,0.59,100.04,chicago-house,0,0,0,0,0
aaron smith;danny avila;jumpa;luvli,1,35.0,193024.0,0.69,0.88,0.08,0.03,0.0,0.28,0.5,125.0,chicago-house,0,0,0,0,0
aaron smith;dj pp;luvli,1,13.0,388149.0,0.83,0.69,0.04,0.0,0.88,0.05,0.24,125.0,chicago-house,0,0,0,0,0
aaron smith;hannah streeter;horacio payan,1,27.0,320952.0,0.87,0.49,0.05,0.0,0.75,0.11,0.52,126.0,chicago-house,0,0,0,0,0
aaron smith;krono;luvli,2,68.33,222697.33,0.74,0.75,0.03,0.07,0.0,0.22,0.4,119.93,chicago-house,0,0,0,0,0
aaron smith;lauren ritchie,2,17.0,384129.0,0.75,0.62,0.07,0.01,0.03,0.06,0.78,126.99,chicago-house,0,0,0,0,0
aaron smith;luvli,3,30.33,376073.67,0.72,0.85,0.09,0.04,0.07,0.08,0.49,128.02,chicago-house,0,0,0,0,0
aaron smith;luvli;krono,1,76.0,256000.0,0.75,0.73,0.03,0.04,0.03,0.1,0.28,119.98,chicago-house,0,0,0,0,0
aaron smith;luvli;patrick hagenaar,1,21.0,266666.0,0.63,0.86,0.07,0.03,0.01,0.65,0.39,126.05,chicago-house,0,0,0,0,0
aaron smith;luvli;philip george,1,22.0,421933.0,0.71,0.55,0.05,0.0,0.0,0.05,0.63,124.0,chicago-house,0,0,0,0,0
aaron smith;malik hart,4,18.0,422853.25,0.72,0.75,0.14,0.07,0.06,0.29,0.61,125.0,chicago-house,0,0,0,0,0
aaron smith;monica villacci,2,14.0,374806.0,0.83,0.55,0.05,0.02,0.4,0.07,0.71,127.0,chicago-house,0,0,0,0,0
aaron tveit,1,21.0,224360.0,0.31,0.78,0.17,0.2,0.0,0.92,0.62,156.62,show-tunes,0,0,0,0,0
aaron tveit;eddie redmayne;students;les misérables cast,1,55.0,123160.0,0.38,0.39,0.04,0.89,0.0,0.1,0.54,78.84,show-tunes,0,0,0,0,0
aaron tveit;joe iconis;joe iconis & family,1,20.0,276721.0,0.71,0.53,0.04,0.46,0.0,0.11,0.4,121.98,show-tunes,0,0,0,0,0
aaron watson,1,41.0,265266.0,0.55,0.38,0.03,0.4,0.0,0.09,0.37,113.67,country,0,0,0,0,0
aaron wilburn,1,24.0,66333.0,0.46,0.94,0.9,0.72,0.0,0.97,0.2,79.89,comedy,0,0,0,0,0
aaryan shah,8,57.88,202489.62,0.57,0.53,0.06,0.5,0.1,0.18,0.31,105.19,soul,0,0,0,0,0
aaryan shah;zacari,1,55.0,222482.0,0.5,0.54,0.14,0.41,0.01,0.38,0.2,103.05,soul,0,0,0,0,0
aastha gill;sachin sanghvi;jigar saraiya;divya kumar,1,65.0,187982.0,0.82,0.67,0.06,0.14,0.0,0.24,0.76,96.99,pop,0,0,0,0,0
aazar;french montana;mariah angeliq;zaac;dany synthé,1,56.0,165818.0,0.69,0.8,0.06,0.23,0.0,0.54,0.59,109.99,electronic,0,0,0,0,0
aazar;swae lee;tove lo,1,49.0,165600.0,0.69,0.72,0.05,0.07,0.0,0.14,0.31,100.06,electronic,0,0,0,0,0
ababeel,2,26.5,460815.5,0.41,0.34,0.03,0.84,0.0,0.45,0.25,113.02,malay,0,0,0,0,0
abandoned,1,38.0,325761.0,0.49,0.68,0.05,0.07,0.0,0.1,0.08,139.98,dubstep,0,0,0,0,0
abandoned;dnakm,1,30.0,257604.0,0.42,0.48,0.04,0.73,0.0,0.35,0.12,149.87,dubstep,0,0,0,0,0
abandoned;galaxytones;dnakm,1,39.0,200624.0,0.53,0.71,0.05,0.52,0.1,0.14,0.24,127.93,dub,0,0,0,0,0
abandoned;nilka,1,46.0,216091.0,0.48,0.66,0.05,0.28,0.0,0.12,0.18,145.08,dub,0,0,0,0,0
abandoned;nytrix;dvrkcloud,1,39.0,267433.0,0.32,0.78,0.05,0.2,0.0,0.12,0.08,140.0,dubstep,0,0,0,0,0
abandoned;shiah maisel,1,32.0,180436.0,0.42,0.74,0.06,0.24,0.0,0.16,0.38,171.94,dubstep,0,0,0,0,0
abayomy afrobeat orquestra,3,19.67,407036.67,0.61,0.86,0.07,0.08,0.26,0.16,0.76,115.49,afrobeat,0,0,0,0,0
abayomy afrobeat orquestra;orlando julius,1,21.0,267091.0,0.61,0.9,0.05,0.01,0.25,0.06,0.66,121.03,afrobeat,0,0,0,0,0
abayomy afrobeat orquestra;otto,1,20.0,256000.0,0.7,0.88,0.06,0.06,0.0,0.09,0.75,102.01,afrobeat,0,0,0,0,0
abba,71,37.14,232635.87,0.58,0.56,0.03,0.48,0.0,0.21,0.62,110.62,swedish,0,0,0,0,0
abbath,1,16.0,276944.0,0.47,0.97,0.08,0.0,0.65,0.15,0.25,109.0,black-metal,0,0,0,0,0
abby cates,1,58.0,180428.0,0.68,0.32,0.07,0.6,0.0,0.11,0.51,139.98,singer-songwriter,0,0,0,0,0
abc,5,22.6,202024.8,0.67,0.8,0.11,0.1,0.0,0.24,0.81,127.92,synth-pop,0,0,0,0,0
abc kids,3,29.0,74457.33,0.78,0.28,0.1,0.79,0.01,0.08,0.84,125.33,children,0,0,0,0,0
abdon mech;zuchobeni tungoe,1,36.0,257056.0,0.52,0.7,0.04,0.33,0.0,0.08,0.31,124.08,singer-songwriter,0,0,0,0,0
abdul hannan,2,53.5,193716.0,0.63,0.3,0.03,0.48,0.01,0.11,0.2,84.99,indie,0,0,0,0,0
abdul hannan;baig,1,56.0,171290.0,0.76,0.42,0.03,0.54,0.03,0.1,0.28,123.96,indie,0,0,0,0,0
abdul hannan;rovalio,1,66.0,168300.0,0.46,0.37,0.1,0.79,0.12,0.12,0.19,99.66,indie,0,0,0,0,0
abdullah siddiqui;atif aslam,1,55.0,348230.0,0.63,0.59,0.04,0.32,0.0,0.07,0.37,81.99,indie,0,0,0,0,0
abdullah siddiqui;talha anjum,1,42.0,236000.0,0.65,0.41,0.08,0.65,0.0,0.11,0.18,115.82,indie-pop,0,0,0,0,0
abel korzeniowski,8,49.88,179284.62,0.27,0.28,0.04,0.88,0.87,0.14,0.14,116.86,ambient,0,0,0,0,0
abel korzeniowski;jasper randall;the hollywood studio symphony,1,44.0,223000.0,0.5,0.1,0.04,0.94,0.97,0.11,0.16,142.87,ambient,0,0,0,0,0
abel pintos,2,44.5,211472.0,0.59,0.66,0.05,0.5,0.0,0.53,0.42,109.27,folk,0,0,0,0,0
abelation;saka,1,40.0,233141.0,0.63,0.68,0.33,0.17,0.46,0.29,0.45,139.96,dubstep,0,0,0,0,0
aberdeen,1,19.0,69819.0,0.62,0.94,0.1,0.8,0.87,0.21,0.81,128.21,club,0,0,0,0,0
aberola,1,26.0,216584.0,0.48,0.22,0.05,0.97,0.0,0.12,0.64,149.58,acoustic,0,0,0,0,0
abfahrt hinwil,3,11.0,208875.0,0.55,0.62,0.06,0.42,0.88,0.19,0.5,106.33,idm,0,0,0,0,0
abhijeet,4,60.25,329806.25,0.61,0.61,0.04,0.46,0.0,0.15,0.76,117.25,pop-film,0,0,0,0,0
abhijeet;alka yagnik,1,59.0,316360.0,0.45,0.61,0.24,0.36,0.0,0.12,0.68,93.0,pop-film,0,0,0,0,0
abhijeet;shreya ghoshal,1,60.0,341146.0,0.73,0.9,0.06,0.43,0.01,0.2,0.71,102.01,pop-film,0,0,0,0,0
abhilasha sinha,2,43.5,221521.5,0.45,0.43,0.03,0.63,0.01,0.21,0.26,128.97,indian,0,0,0,0,0
abin fang,2,59.0,265350.5,0.51,0.4,0.03,0.59,0.0,0.1,0.29,106.11,mandopop,0,0,0,0,0
aborted,8,15.0,227421.25,0.33,0.97,0.18,0.0,0.66,0.35,0.16,115.24,grindcore,0,0,0,0,0
above & beyond,12,30.25,125785.83,0.57,0.83,0.23,0.05,0.22,0.33,0.51,127.33,trance,0,0,0,0,0
above & beyond;alex vargas,1,33.0,322500.0,0.53,0.82,0.05,0.0,0.36,0.13,0.2,127.98,trance,0,0,0,0,0
above & beyond;anamē;marty longstaff,2,46.33,273246.0,0.53,0.9,0.04,0.0,0.04,0.15,0.04,128.03,trance,0,0,0,0,0
above & beyond;gemma hayes,1,43.0,288613.0,0.62,0.68,0.04,0.18,0.04,0.11,0.24,127.99,trance,0,0,0,0,0
above & beyond;justine suissa,1,45.0,239735.0,0.6,0.83,0.03,0.0,0.27,0.1,0.48,128.0,trance,0,0,0,0,0
above & beyond;m.o.s.,2,26.5,374430.5,0.65,0.8,0.04,0.0,0.91,0.07,0.24,122.0,trance,0,0,0,0,0
above & beyond;marsh,1,54.0,255778.0,0.79,0.79,0.04,0.08,0.88,0.14,0.16,122.01,progressive-house,0,0,0,0,0
above & beyond;marty longstaff,1,51.0,217145.0,0.55,0.73,0.04,0.04,0.0,0.25,0.11,125.94,trance,0,0,0,0,0
